Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2017-08-28,ADANIPORTS,EQ,380.05,382.0,389.85,380.5,387.7,387.5,387.29,3245331,125687339055000.0,85755,1833961,0.5651
2017-08-29,ADANIPORTS,EQ,387.5,387.85,387.85,378.3,382.6,383.3,382.81,3419877,130915453465000.02,58505,2154296,0.6299
2017-08-30,ADANIPORTS,EQ,383.3,386.0,392.4,385.05,389.15,389.75,388.8,2979277,115835589980000.0,77034,1536874,0.5159
2017-08-31,ADANIPORTS,EQ,389.75,391.4,397.7,388.4,395.15,392.95,391.27,2775034,108579287345000.0,38097,1551332,0.559
2017-09-01,ADANIPORTS,EQ,392.95,394.95,396.5,391.7,394.7,394.9,394.28,1511368,59590948979999.99,31822,514295,0.3403
2017-09-04,ADANIPORTS,EQ,394.9,396.0,396.0,380.3,384.25,384.85,385.05,2425859,93406775620000.0,79564,1028102,0.4238
2017-09-05,ADANIPORTS,EQ,384.85,384.25,393.0,382.15,392.0,390.3,386.44,2363336,91327596240000.0,40886,1017134,0.4304
2017-09-06,ADANIPORTS,EQ,390.3,388.9,388.9,384.4,385.0,385.05,386.4,1825546,70538756550000.0,42878,932721,0.5109
2017-09-07,ADANIPORTS,EQ,385.05,386.7,390.9,385.5,388.0,387.7,388.44,1832093,71166510115000.0,34741,948222,0.5176
2017-09-08,ADANIPORTS,EQ,387.7,389.1,391.6,382.65,385.65,385.9,386.03,1858507,71743643250000.0,31434,935780,0.5035000000000001
2017-09-11,ADANIPORTS,EQ,385.9,387.5,390.4,384.3,385.85,385.35,387.19,2402644,93028228020000.0,50465,1555085,0.6472
2017-09-12,ADANIPORTS,EQ,385.35,387.15,390.0,385.0,389.2,389.05,387.28,2576054,99766450345000.0,49902,1851621,0.7188
2017-09-13,ADANIPORTS,EQ,389.05,390.05,394.8,386.05,389.75,390.0,391.52,2116076,82847593275000.0,47421,1055138,0.4986
2017-09-14,ADANIPORTS,EQ,390.0,390.85,405.6,390.2,405.0,403.1,397.1,5052114,200621582885000.0,57672,3103057,0.6142000000000001
2017-09-15,ADANIPORTS,EQ,403.1,405.4,409.75,403.25,403.9,405.15,406.29,6452962,262178148194999.97,58462,4083453,0.6328
2017-09-18,ADANIPORTS,EQ,405.15,406.9,408.2,397.7,405.0,404.7,404.83,3698399,149720556335000.0,44166,2624640,0.7097
2017-09-19,ADANIPORTS,EQ,404.7,405.5,408.5,402.1,405.75,406.9,404.4,4105917,166041253845000.0,21819,3381897,0.8237000000000001
2017-09-20,ADANIPORTS,EQ,406.9,408.1,412.85,406.05,410.5,409.7,408.94,5238339,214214292310000.0,42881,3586471,0.6847
2017-09-21,ADANIPORTS,EQ,409.7,407.0,414.7,406.0,409.35,410.2,410.54,4319190,177319313110000.0,38206,2873835,0.6654000000000001
2017-09-22,ADANIPORTS,EQ,410.2,409.0,409.5,398.6,400.0,401.2,404.5,4371220,176817485400000.0,41179,3164319,0.7239
2017-09-25,ADANIPORTS,EQ,401.2,400.1,401.15,383.0,387.85,388.65,388.7,4413073,171534535275000.0,59360,3057349,0.6928
2017-09-26,ADANIPORTS,EQ,388.65,386.2,394.25,386.2,388.95,390.55,391.56,3115143,121977789040000.02,52791,2152065,0.6908
2017-09-27,ADANIPORTS,EQ,390.55,392.6,392.6,370.45,372.0,372.55,377.71,3009736,113681306940000.02,47398,1438674,0.478
2017-09-28,ADANIPORTS,EQ,372.55,372.55,375.0,363.7,370.95,372.05,371.51,3785886,140650941030000.0,75652,2244647,0.5929
2017-09-29,ADANIPORTS,EQ,372.05,374.4,378.2,372.25,378.0,376.75,376.06,2109890,79343594490000.0,37309,1010609,0.479
2017-10-03,ADANIPORTS,EQ,376.75,377.55,385.8,375.1,382.75,383.7,381.31,3673873,140089471645000.0,46797,2239095,0.6095
