Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2019-07-11,ADANIPOWER,EQ,62.95,63.35,64.1,61.6,62.8,62.7,62.86,18334515,115249453175000.0,46873,1235575,0.0674
2019-07-12,ADANIPOWER,EQ,62.7,62.85,65.65,62.6,63.7,63.85,64.34,23842359,153397301415000.0,63170,1361800,0.0571
2019-07-15,ADANIPOWER,EQ,63.85,63.95,64.15,60.85,62.65,62.7,62.31,15979626,99566146620000.0,35069,2490325,0.1558
2019-07-16,ADANIPOWER,EQ,62.7,62.4,64.3,62.0,63.85,63.75,63.38,13788018,87384689155000.0,30065,1612167,0.1169
2019-07-17,ADANIPOWER,EQ,63.75,63.4,64.0,62.35,63.65,63.4,63.23,10827643,68467160850000.0,20982,1625025,0.1501
2019-07-18,ADANIPOWER,EQ,63.4,63.95,65.9,61.45,62.55,62.7,63.75,27403170,174699640305000.0,60106,3867649,0.1411
2019-07-19,ADANIPOWER,EQ,62.7,62.7,62.8,59.9,61.3,60.95,61.48,15192321,93398896385000.0,35216,2435898,0.16030000000000003
2019-07-22,ADANIPOWER,EQ,60.95,61.1,64.0,60.2,63.6,62.95,62.24,12831653,79862627645000.0,29091,1353527,0.10550000000000001
2019-07-23,ADANIPOWER,EQ,62.95,63.1,64.4,62.2,63.15,63.1,63.17,13341706,84285104845000.0,27668,2950725,0.2212
2019-07-24,ADANIPOWER,EQ,63.1,63.1,63.65,61.7,62.2,62.55,62.39,9184835,57308368270000.01,18574,1430151,0.1557
2019-07-25,ADANIPOWER,EQ,62.55,62.6,64.0,60.0,62.65,62.1,62.02,14890472,92348359115000.0,29650,3613786,0.2427
2019-07-26,ADANIPOWER,EQ,62.1,62.0,63.4,61.45,62.85,62.9,62.46,8597588,53704044154999.99,18253,1026643,0.11939999999999999
